Date,Open,High,Low,Close,Adj Close,Volume
2023-09-19,4096.500000,4103.500000,4062.500000,4078.500000,4003.239014,2719513
2023-09-20,4102.000000,4131.000000,4093.500000,4115.500000,4039.556396,4196172
2023-09-21,4097.500000,4166.000000,4093.000000,4135.000000,4058.696289,3313371
2023-09-22,4120.000000,4149.500000,4100.000000,4116.000000,4040.046875,5684860
2023-09-25,4114.500000,4130.000000,4073.000000,4081.000000,4005.692871,12234995
2023-09-26,4080.500000,4110.000000,4061.500000,4064.000000,3989.006592,2822892
2023-09-27,4073.500000,4085.332031,4026.500000,4032.000000,3957.597168,4699412
2023-09-28,4031.000000,4041.000000,3982.500000,4034.500000,3960.051025,4293631
2023-09-29,4049.500000,4091.000000,4044.000000,4062.000000,3987.043457,4802243
2023-10-02,4068.500000,4093.000000,4016.000000,4024.500000,3950.235352,9857076
2023-10-03,4042.000000,4074.500000,4040.500000,4053.500000,3978.700195,4012449
2023-10-04,4038.000000,4058.500000,4004.774902,4012.500000,3938.456787,8063805
2023-10-05,4029.000000,4061.500000,4021.500000,4030.500000,3956.124756,3088352
2023-10-06,4031.000000,4036.000000,3886.000000,3925.500000,3853.062256,14591449
2023-10-09,3929.500000,3954.500000,3906.500000,3909.500000,3837.357666,5172128
2023-10-10,3930.000000,3975.500000,3885.000000,3953.500000,3880.545654,4753203
2023-10-11,3910.000000,3960.500000,3900.500000,3930.500000,3857.970215,3585146
2023-10-12,3931.500000,3974.500000,3914.000000,3924.000000,3851.590088,4850715
2023-10-13,null,null,null,null,null,null
2023-10-16,3937.500000,3941.500000,3901.500000,3938.000000,3865.331787,5389702
2023-10-17,3944.500000,3998.500000,3937.500000,3975.500000,3902.139893,8317580
2023-10-18,3985.500000,4005.000000,3956.500000,3987.500000,3913.918457,4760540
2023-10-19,3970.500000,4032.000000,3945.000000,3988.500000,3914.899658,4043837
2023-10-20,3986.000000,4021.500000,3976.500000,3990.000000,3916.372070,6544230
2023-10-23,3977.500000,4000.500000,3956.000000,3988.000000,3914.408936,5294015
2023-10-24,3978.500000,4012.500000,3949.500000,3985.000000,3911.464355,4538953
2023-10-25,3985.000000,4023.500000,3960.000000,4013.500000,3939.438477,2957099
2023-10-26,3895.500000,4038.500000,3873.500000,3900.000000,3828.032959,5827609
2023-10-27,3873.500000,3932.500000,3820.500000,3821.000000,3750.490479,4578004
2023-10-30,3830.000000,3878.500000,3798.500000,3862.500000,3791.224854,4834761
2023-10-31,3868.500000,3911.000000,3867.000000,3889.000000,3817.235840,5369472
2023-11-01,3904.500000,3929.500000,3842.500000,3886.500000,3814.781982,2882689
2023-11-02,3894.000000,3914.000000,3877.000000,3901.500000,3829.505127,3424328
2023-11-03,3906.000000,3930.000000,3848.000000,3854.500000,3783.372559,2460232
2023-11-06,3854.500000,3876.500000,3845.500000,3854.500000,3783.372559,3851120
2023-11-07,3873.000000,3895.500000,3836.000000,3890.000000,3818.217529,3064078
2023-11-08,3897.500000,3926.500000,3871.000000,3904.000000,3831.959229,7228370
2023-11-09,3932.000000,3994.500000,3904.500000,3984.500000,3910.973633,5482070
2023-11-10,3976.500000,4000.000000,3927.500000,3949.000000,3876.128906,3593068
2023-11-13,3954.500000,3977.000000,3924.000000,3948.000000,3875.147217,4804742
2023-11-14,3943.500000,3970.000000,3901.250977,3913.500000,3841.283691,2789443
2023-11-15,3939.000000,3957.000000,3889.000000,3892.500000,3820.671143,3675386
2023-11-16,3879.000000,3914.500000,3835.500000,3835.500000,3801.000000,5582565
2023-11-17,3835.500000,3846.082031,3805.000000,3816.000000,3781.675293,4206961
2023-11-20,3800.000000,3822.500000,3775.000000,3776.000000,3742.035156,3769678
2023-11-21,3763.500000,3804.500000,3738.000000,3804.500000,3770.278809,5866399
2023-11-22,3812.000000,3832.000000,3775.000000,3822.000000,3787.621338,7937858
2023-11-23,3827.500000,3829.000000,3781.500000,3787.000000,3752.936279,6068868
2023-11-24,3785.500000,3817.500000,3769.500000,3800.000000,3765.819336,2578812
2023-11-27,3803.000000,3824.000000,3778.500000,3801.500000,3767.305664,2296862
2023-11-28,3786.500000,3822.000000,3751.000000,3786.000000,3751.945068,5140264
2023-11-29,3783.000000,3808.000000,3745.500000,3753.500000,3719.737549,2590774
2023-11-30,3746.500000,3774.500000,3716.500000,3769.500000,3735.593506,14435517
2023-12-01,3775.500000,3808.500000,3743.500000,3780.500000,3746.494629,2503409
2023-12-04,3769.500000,3825.282959,3746.500000,3817.000000,3782.666260,2606967
2023-12-05,3810.000000,3839.000000,3786.000000,3802.000000,3767.801270,2708093
2023-12-06,3792.500000,3822.500000,3771.000000,3803.000000,3768.792236,7378569
2023-12-07,3809.500000,3816.500000,3793.000000,3808.000000,3773.747314,5496820
2023-12-08,3810.500000,3833.500000,3784.500000,3786.500000,3752.440674,3307553
2023-12-11,3766.000000,3781.000000,3734.000000,3779.500000,3745.503662,3523709
2023-12-12,3747.000000,3795.000000,3723.000000,3786.500000,3752.440674,6364318
2023-12-13,3790.500000,3817.500000,3763.500000,3798.500000,3764.332764,3591473
2023-12-14,3812.000000,3836.500000,3741.500000,3763.000000,3729.152100,6288100
2023-12-15,3764.500000,3771.000000,3739.000000,3755.500000,3721.719482,8792567
2023-12-18,3748.000000,3778.500000,3725.500000,3764.500000,3730.638672,4761714
2023-12-19,3769.500000,3793.000000,3741.500000,3762.500000,3728.656494,6048556
2023-12-20,3795.000000,3818.000000,3759.500000,3789.000000,3754.918213,11030023
2023-12-21,3777.000000,3812.000000,3766.500000,3779.000000,3745.008057,4689376
2023-12-22,3776.500000,3791.500000,3769.500000,3787.000000,3752.936279,939491
2023-12-27,3778.500000,3810.000000,3767.000000,3787.500000,3753.431641,1517415
2023-12-28,3796.500000,3816.500000,3785.000000,3812.500000,3778.206787,1538803
2023-12-29,3813.500000,3822.500000,3780.000000,3800.000000,3765.819336,1028067
2024-01-02,3805.500000,3831.500000,3796.500000,3824.500000,3790.098877,4739761
2024-01-03,3848.000000,3928.000000,3848.000000,3853.000000,3818.342529,7013271
2024-01-04,3831.500000,3843.500000,3818.000000,3842.500000,3807.937012,10421744
2024-01-05,3836.500000,3845.000000,3816.000000,3829.000000,3794.558350,4491496
2024-01-08,3828.000000,3835.500000,3807.000000,3832.000000,3797.531494,11418811
2024-01-09,3832.000000,3864.500000,3824.000000,3860.000000,3825.279541,3082504
2024-01-10,3863.000000,3867.000000,3829.500000,3832.000000,3797.531494,4342233
2024-01-11,3831.500000,3833.000000,3794.000000,3795.500000,3761.359619,3708616
2024-01-12,3825.500000,3863.000000,3817.000000,3845.500000,3810.909912,5520959
2024-01-15,3829.000000,3855.643066,3804.500000,3817.000000,3782.666260,2854763
2024-01-16,3817.000000,3829.000000,3800.000000,3814.000000,3779.693359,3249309
2024-01-17,3790.000000,3795.469971,3741.750000,3761.000000,3727.169922,3393168
2024-01-18,3747.000000,3754.000000,3708.202881,3708.500000,3675.142334,10565488
2024-01-19,3727.500000,3750.000000,3682.500000,3711.000000,3677.619873,6792560
2024-01-22,3723.000000,3723.000000,3680.500000,3694.000000,3660.772705,5313905
2024-01-23,3694.500000,3752.058105,3684.500000,3735.000000,3701.403809,10841444
2024-01-24,3727.500000,3750.000000,3703.500000,3724.000000,3690.502930,5370059
2024-01-25,3710.000000,3731.500000,3695.000000,3728.000000,3694.466797,3375867
2024-01-26,3762.000000,3823.500000,3759.000000,3823.500000,3789.107910,5051668
2024-01-29,3802.000000,3833.000000,3799.188965,3826.000000,3791.585449,4273546
2024-01-30,3834.500000,3881.000000,3833.000000,3855.500000,3820.820068,4470885
2024-01-31,3863.000000,3893.500000,3847.000000,3847.000000,3812.396484,4351042
2024-02-01,3872.500000,3882.000000,3827.500000,3855.500000,3820.820068,4115355
2024-02-02,3891.000000,3899.992920,3855.500000,3865.000000,3830.234619,5156877
2024-02-05,3875.500000,3929.500000,3873.500000,3918.000000,3882.757813,5546178
2024-02-06,3929.000000,3971.500000,3921.500000,3959.000000,3923.389160,6987888
2024-02-07,3946.500000,3958.000000,3896.500000,3901.500000,3866.406250,8231322
2024-02-08,4004.500000,4065.000000,3996.000000,4024.500000,3988.299805,8264682
2024-02-09,4008.000000,4027.000000,3984.000000,4005.500000,3969.470703,5440825
2024-02-12,4006.500000,4012.000000,3976.500000,3993.000000,3957.083252,5479827
2024-02-13,4002.500000,4013.500000,3975.000000,3992.500000,3956.587646,6732661
2024-02-14,4002.500000,4026.178955,3983.000000,3986.000000,3950.146240,2420814
2024-02-15,3986.500000,3999.500000,3958.891113,3981.000000,3945.191162,3698426
2024-02-16,3985.000000,4040.500000,3984.000000,4029.500000,3993.254883,5528764
2024-02-19,4020.000000,4058.500000,4015.500000,4046.000000,4009.606445,6085938
2024-02-20,4054.500000,4066.500000,4034.500000,4053.000000,4016.543457,2608043
2024-02-21,4066.000000,4079.000000,4038.760010,4054.500000,4018.030029,2344971
2024-02-22,4015.000000,4027.445068,3982.500000,4000.000000,4000.000000,13543802
2024-02-23,4004.000000,4020.000000,3985.500000,4002.000000,4002.000000,5817931
2024-02-26,4000.000000,4008.000000,3979.000000,3996.000000,3996.000000,4871679
2024-02-27,3940.000000,3956.000000,3898.000000,3915.500000,3915.500000,4259263
2024-02-28,3902.500000,3905.500000,3861.000000,3880.000000,3880.000000,4031247
2024-02-29,3878.500000,3894.656006,3865.727051,3866.500000,3866.500000,7333369
2024-03-01,3883.000000,3901.000000,3863.000000,3868.000000,3868.000000,3044766
2024-03-04,3879.000000,3882.500000,3858.000000,3863.000000,3863.000000,2591115
2024-03-05,3870.500000,3878.000000,3856.999023,3870.500000,3870.500000,2919975
2024-03-06,3865.000000,3872.500000,3828.500000,3857.000000,3857.000000,5473350
2024-03-07,3847.500000,3857.000000,3830.000000,3835.000000,3835.000000,3840420
2024-03-08,3835.000000,3839.000000,3812.500000,3835.500000,3835.500000,2743561
2024-03-11,3828.500000,3858.000000,3828.500000,3853.000000,3853.000000,4019729
2024-03-12,3879.500000,3896.000000,3874.500000,3885.500000,3885.500000,4484623
2024-03-13,3884.000000,3906.500000,3878.000000,3905.000000,3905.000000,4575261
2024-03-14,3899.500000,3910.500000,3869.499023,3885.000000,3885.000000,6492714
2024-03-15,3876.500000,3886.500000,3844.000000,3851.000000,3851.000000,10810073
2024-03-18,3849.500000,3855.500000,3808.750000,3811.500000,3811.500000,10018728
2024-03-19,3979.500000,4039.000000,3920.000000,3929.000000,3929.000000,8335448
2024-03-20,3916.000000,3916.000000,3864.500000,3872.000000,3872.000000,4321493
2024-03-21,3876.000000,3920.500000,3863.000000,3907.000000,3907.000000,5820512
2024-03-22,3931.000000,3993.000000,3923.000000,3976.500000,3976.500000,11423811
2024-03-25,3963.500000,3980.000000,3954.999023,3957.500000,3957.500000,3301289
2024-03-26,3934.500000,3976.500000,3926.500000,3966.000000,3966.000000,6152546
2024-03-27,3949.000000,3973.000000,3931.500000,3962.000000,3962.000000,5847297
2024-03-28,3974.500000,3982.500000,3956.000000,3975.500000,3975.500000,3456269
2024-04-02,3976.000000,3979.000000,3930.499023,3935.000000,3935.000000,4329133
